# command: paper/process_znamenskiy.py paper/znamenskiy_data/ori -o paper/znamenskiy_data/ori
1.114972063132600111e+00,3.824604945810056167e-01
3.722119539935900168e+00,3.980145182713390462e-01
6.792560964685010028e+00,6.559358849198874131e-01
7.429840815264640241e+00,1.187092844759105592e+00
8.234902330451859598e+00,3.182807003566351378e-01
8.708520744895400512e+00,1.566058289356854205e+00
1.304592019061569985e+01,1.080888014626412597e+00
1.555648781988029938e+01,6.861074427165081424e-01
1.735830310300750057e+01,2.633296309333320595e-01
1.754720800337809905e+01,6.182141277836100679e-01
2.127419406054389839e+01,3.856587883293400298e-01
2.276114639592070077e+01,3.174453524718693354e-01
2.295937121255510149e+01,3.181478414828067813e-01
2.596773200534079962e+01,2.597586849060136704e-01
2.713525890035370125e+01,6.784794918205455660e-01
2.734012423426980121e+01,1.165485712132564355e+00
3.127205497959939962e+01,3.170565010730938549e-01
3.217178899109129731e+01,1.439881377006723417e-01
3.426717451166810235e+01,1.487697039389845655e+00
3.798109888005689783e+01,2.128535808062720636e-01
4.199388561830760125e+01,3.014402274931322623e-01
4.409359019379130018e+01,2.885822350347130860e-01
4.409890653708699659e+01,8.238253678848949102e-01
4.521723443482469662e+01,1.355581817202065054e+00
4.927342153449939843e+01,5.887100888842847768e-01
5.147523223416929739e+01,2.066024255627698203e+00
5.419063232858660228e+01,2.112638287723213271e+00
5.744172250849889849e+01,2.672959045428568103e+00
6.043556098727589898e+01,7.478533343367927966e-01
6.059205291363870316e+01,1.092048035480438717e+00
6.340709090529539793e+01,4.988434749750400021e-01
6.455242544715800079e+01,1.339084818515395625e+00
6.582914391940759913e+01,2.527882120605540628e+00
6.672626885308500277e+01,4.152892040646773975e-01
6.734863151078340593e+01,1.529741527730503980e+00
6.869402209346570487e+01,1.096898945952226923e+00
6.994271567349369434e+01,8.708795347280455790e-01
7.124340306716099747e+01,3.051634719168246357e-01
7.259646149381970304e+01,1.308167960547515163e+00
7.519283196694159699e+01,9.215008879301067601e-01
7.734359124187280088e+01,8.387410302997476697e-01
7.892459800680269666e+01,1.524284645865365828e+00
8.042449937808240179e+01,6.685232988327882708e-01
8.184242639860259771e+01,1.383122154901173850e+00
8.230129643410600693e+01,6.012991301537098376e-01
8.323953716343690701e+01,5.713997609643755027e-01
8.489341226505470672e+01,1.187867297448986559e+00
8.539785032038699342e+01,9.043336421940058045e-01
8.651611277945740142e+01,2.176908818751859709e+00
8.652330885172329999e+01,2.676037445256915781e-01
8.717864072035760614e+01,4.174829684278404951e-01
8.823266577033290048e+01,3.675610326263790140e-01
