# command: paper/process_znamenskiy.py paper/znamenskiy_data -o paper/znamenskiy_data
4.619674716903779732e+00,3.271938728841864652e+00
6.116831209049339968e+00,8.271907788089282176e-01
1.130310000000000059e+01,1.156274941804204426e+00
1.140219582405070042e+01,5.641000056606645385e-01
1.339367765029460067e+01,3.275584497490581004e+00
1.339449145365390059e+01,1.858440607036693226e+00
1.444853174582110000e+01,6.901354272440979321e-01
1.725826324547169932e+01,1.788713279974777359e+00
1.732260229901960003e+01,4.312495758090985731e+00
1.754004247636299851e+01,2.315625646480582667e+00
1.772532406655389892e+01,2.959247882268482233e+00
1.792910912705929860e+01,4.548742962282523727e-01
1.826567694913060080e+01,1.955821751442930356e+00
1.837287141412580027e+01,1.404573975532660057e+00
1.956143538291599882e+01,2.626686400071884808e-01
1.990956054261370056e+01,1.904606846209283111e+00
2.099410174755350056e+01,1.020292313476675705e+00
2.141477292802769838e+01,6.136640239664074015e-01
2.286050231817479883e+01,5.247281194248751390e+00
2.472863392268229887e+01,4.701535280688423413e+00
2.481525350349160064e+01,1.453695741636744421e+00
2.706768682857849839e+01,6.386030326884518660e-01
2.743838765598300000e+01,1.829749769968650241e+00
2.801492730117290009e+01,1.887934993333475475e-01
2.850470161006149894e+01,3.209784308773118600e+00
3.159306857666719992e+01,1.857599697004439276e+00
3.217780097811220230e+01,4.431605281717414968e+00
3.443067321604959830e+01,1.397626637105176539e-01
3.576968494703299939e+01,5.222751271642078752e-01
3.651759661108599886e+01,5.158363495656049791e-01
3.750870503883069773e+01,1.114161066805102296e+00
3.843870117952660337e+01,1.509259291580476170e-01
3.861149275283339932e+01,2.493692838428904490e-01
3.979947944383189906e+01,2.588124936158630041e-01
4.013559370745620214e+01,3.596512729453201218e-01
4.404814231766840038e+01,1.953780477147445127e-01
5.489344357530409724e+01,1.884192142392954850e+00
5.695379630270490168e+01,6.091152393439269730e-01
7.330579001661469363e+01,7.345551292575142055e-01
9.047455142215409296e+01,1.014623774550306168e+00
