1.250000000000000000e+01,1.018591635788130140e-01,4.451049373190046898e-02,2.180908947418656318e-01
3.750000000000000000e+01,1.244945332629936730e-01,8.107739726195800634e-02,1.859195994038402022e-01
6.250000000000000000e+01,6.111549814728779728e-02,3.858157287889694281e-02,9.463666199379698607e-02
8.750000000000000000e+01,8.730785449612546434e-02,6.264362606264842204e-02,1.185383371235310956e-01
1.125000000000000000e+02,6.979238985955707464e-02,5.065117510558398567e-02,9.410013812438701442e-02
1.375000000000000000e+02,4.321297848798127256e-02,2.987274129065568481e-02,6.151781170378584768e-02
1.625000000000000000e+02,4.962369507685763376e-02,3.639871581587010574e-02,6.646354540399299071e-02
1.875000000000000000e+02,3.168951755785293090e-02,2.190667694648083461e-02,4.511306191610962163e-02
2.125000000000000000e+02,3.495167377704369582e-02,2.529784681121013262e-02,4.780158277345405993e-02
2.375000000000000000e+02,2.233753587254671061e-02,1.505286340741810239e-02,3.248705130100154603e-02
2.625000000000000000e+02,2.182696362403135915e-02,1.481235186884029449e-02,3.103177694372707615e-02
2.875000000000000000e+02,9.595428453076584527e-03,5.380216179553641218e-03,1.613415646076383353e-02
3.125000000000000000e+02,9.506855267355883779e-03,5.576257535731086491e-03,1.584392388148192499e-02
3.375000000000000000e+02,5.030082152040150391e-03,2.365157908402444522e-03,9.938722632067598442e-03
3.625000000000000000e+02,3.512384950993553343e-03,1.534844611444844244e-03,7.520375680753989787e-03
3.875000000000000000e+02,2.738149558570241327e-03,1.082023744214388565e-03,6.222834433074664676e-03
4.125000000000000000e+02,2.572201100475077565e-03,1.016446547595335672e-03,5.845692952282266486e-03
4.375000000000000000e+02,9.700872721791723319e-04,1.725230984092722961e-04,3.535570710129515553e-03
4.625000000000000000e+02,4.588250611658239238e-04,2.353294397511832922e-05,2.519414876552627126e-03
