# command: paper/process_rossi.py paper/rossi_data -b -o paper/rossi_data/bootstrap
1.250000000000000000e+01,9.356744529062185900e-02,8.473007467606044618e-02,1.077579839156782293e-01
3.750000000000000000e+01,8.878432529462236544e-02,7.953343711227862933e-02,1.002452661858077854e-01
6.250000000000000000e+01,7.536051131210756704e-02,6.945008604826663490e-02,8.362368033782115184e-02
8.750000000000000000e+01,6.274881731376831528e-02,5.623024884984359484e-02,6.771451957345075989e-02
1.125000000000000000e+02,4.952541488456257274e-02,4.221763804286571969e-02,5.751782330176864744e-02
1.375000000000000000e+02,4.129435560538668309e-02,3.625788495982991411e-02,4.983080114982543080e-02
1.625000000000000000e+02,3.241566902958135932e-02,2.695434618096787319e-02,3.975404579412636363e-02
1.875000000000000000e+02,1.913269030438584720e-02,1.344279462142291236e-02,2.477757644690000566e-02
2.125000000000000000e+02,1.512422322078103669e-02,1.006705514573959757e-02,2.284349828216728634e-02
2.375000000000000000e+02,9.340281901005045503e-03,6.610457259287829193e-03,1.271157497723941071e-02
2.625000000000000000e+02,5.968499938006244232e-03,3.585043746259581037e-03,9.164912272667668711e-03
2.875000000000000000e+02,3.913831284863528159e-03,2.334334933911965098e-03,5.819775622687029665e-03
3.125000000000000000e+02,1.326442702393548865e-03,6.848591987969624090e-04,2.590361846854599692e-03
3.375000000000000000e+02,6.009639518889990867e-04,2.110566448801741023e-04,1.355820105820105701e-03
3.625000000000000000e+02,6.631012620101799700e-04,1.021241830065358831e-04,1.885008549488999523e-03
3.875000000000000000e+02,1.167133520074694161e-04,0.000000000000000000e+00,5.835667600373470668e-04
4.125000000000000000e+02,1.167133520074694161e-04,0.000000000000000000e+00,5.835667600373470668e-04
4.375000000000000000e+02,0.000000000000000000e+00,nan,nan
4.625000000000000000e+02,0.000000000000000000e+00,nan,nan
4.875000000000000000e+02,0.000000000000000000e+00,nan,nan
