# command: paper/process_rossi.py paper/rossi_data -b -o paper/rossi_data/bootstrap
1.250000000000000000e+01,7.220495079928181126e-02,6.630892841123540993e-02,8.145145480487871181e-02
3.750000000000000000e+01,6.726056109162463492e-02,6.104769216368147178e-02,7.513626651412100288e-02
6.250000000000000000e+01,5.979699516724699959e-02,5.528224168684083006e-02,6.491081200717789546e-02
8.750000000000000000e+01,5.424973972988062637e-02,4.985186812430098674e-02,5.938236775878600465e-02
1.125000000000000000e+02,5.194890969553647708e-02,4.851455299331693116e-02,5.746300850393466775e-02
1.375000000000000000e+02,4.487737742032626986e-02,3.869679073836693184e-02,4.976271074094728436e-02
1.625000000000000000e+02,3.850803118051164542e-02,3.388807854775086753e-02,4.238259225667838359e-02
1.875000000000000000e+02,2.865901589834703861e-02,2.327979244397355291e-02,3.224572552803775527e-02
2.125000000000000000e+02,2.447053225417485101e-02,2.003407231378288508e-02,2.869302510100252279e-02
2.375000000000000000e+02,1.869730888232288418e-02,1.521425675853379025e-02,2.211135560526714811e-02
2.625000000000000000e+02,1.381696122347291812e-02,1.038709041898623793e-02,1.722605529403115759e-02
2.875000000000000000e+02,9.140850565907366818e-03,6.714827838512091827e-03,1.202137020664426244e-02
3.125000000000000000e+02,6.043318332534771201e-03,3.781926191233913812e-03,8.425251400953244485e-03
3.375000000000000000e+02,4.242637710853855437e-03,2.562582110428371623e-03,6.177181003432015427e-03
3.625000000000000000e+02,2.903081202866791138e-03,1.511084626403820519e-03,4.718782520341504617e-03
3.875000000000000000e+02,1.741185856333173337e-03,8.724921726049926843e-04,2.953394471264087027e-03
4.125000000000000000e+02,7.128124708019380759e-04,2.415025839706491466e-04,1.708902549278487485e-03
4.375000000000000000e+02,5.396859020727138700e-04,6.594566077552094902e-05,1.531097657160819612e-03
4.625000000000000000e+02,8.392043289662629729e-05,0.000000000000000000e+00,3.902929819162333637e-04
4.875000000000000000e+02,1.021241830065358831e-04,0.000000000000000000e+00,5.106209150326793339e-04
